--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
Variety,,,2019,2020,2021,,"% Change 3rd week of Dec. 2021, compared to:",,, ,,,
Sinhala Name,,Common Name,3rd week of Dec.,3rd week of Dec.,2nd week of Dec.,3rd week of Dec.,Last week ,Last Year,2019.0,,,,
1,තෝරා,Seer (Nl),1530,1418,1150,1266.67,0.10145217391304354,-0.10672073342736244,-0.17211111111111108,,,,
2,පරව් (ලොකු),Trevally (L),587.5,658.3333333333334,743.75,875,0.17647058823529413,0.32911392405063283,0.48936170212765956,,,,
3,ගල්මාළු (ලොකු),Rock fish (L),550,666.6666666666666,750,816.67,0.08889333333333328,0.225005,0.48485454545454537, ,,,
4,ගල්මාළු (පොඩි),Rock fish (S),,,550,700,0.2727272727272727,,,,,,
5,තලපත්,Sail fish,628.86,733.3333333333334,1450,1380,-0.04827586206896552,0.8818181818181817,1.194447094742868,,,,
6,බලයා,Skipjack tuna,401.67,268.3333333333333,392.14,451,0.15009945427653393,0.680745341614907,0.12281225881942884,,,, 
7,කෙළවල්ලා,Yellowfin tuna,550.83,353.3333333333333,783.33,750,-0.042549117230286135,1.1226415094339623,0.36158161320189525,,,,
8,සාලයා (මට්ට),Sardinella,203.33,291.6666666666667,255.83,265,0.035844115232771714,-0.09142857142857148,0.30330005409924743,,,,
9,මෝරා,Sharks,556.67,341.6666666666667,600,725,0.20833333333333334,1.121951219512195,0.3023874108538273,,,,
10,හුරුල්ලා,Herrings,452,366.6666666666667,430.71,428,-0.006291936569849736,0.1672727272727272,-0.05309734513274336,,,,
11,කුම්බලා,Indian Mackerel,505,391.6666666666667,390.71,443,0.13383327787873364,0.131063829787234,-0.12277227722772277,,,,
12,කාරල්ලා,Pony fish,150,350,166,133.33,-0.19680722891566257,-0.6190571428571429,-0.11113333333333325,,,,
13,කටුවල්ලා,Katuwalla,­,,283.33,383.33,0.35294532876857376,,,,,,
14,හාල්මැස්සා,Anchovy,356.67,316.6666666666667,260,310,0.19230769230769232,-0.021052631578947427,-0.1308492443995851,,,,
15,ඉස්සා (M),"Prawns (M) 3""",911.43,920,864.29,900,0.04131715049346867,-0.021739130434782608,-0.012540732694776286,,,,
16, කොප්පරා,Marlins,808.33,841.6666666666666,1710,1560,-0.08771929824561403,0.8534653465346536,0.9299048655870745,,,,
17,අලගොඩුවා,Frigate tuna(L),376.67,125,397.5,450,0.1320754716981132,2.6,0.194679693100061,,,,
18,ඇටවල්ලා,Atawalla,410,208.33333333333334,433.33,515,0.18847068054369653,1.4719999999999998,0.25609756097560976,,,,
19,ඇටිස්සා,Red Bream(L),685,595,748.57,800,0.06870432958841517,0.3445378151260504,0.1678832116788321,,,,
20,බෝල්ලා,Big eye scade,405,325,335.71,431.67,0.2858419469184714,0.3282153846153847,0.0658518518518519,,,,
21,ගින්නටි පරව්,Ginnati Paraw,651.67,633.3333333333334,470,616.67,0.31206382978723396,-0.026310526315789597,-0.053708165175625704,,,,
22,හබරලි,Needle fish,442.14,395,508.33,595,0.17049947868510618,0.5063291139240507,0.34572759759352245,,,,
23,හැඩැල්ලා,Indian Anchovies,1100,725,1050,1067.67,0.016828571428571498,0.4726482758620691,-0.029390909090909023,,,,
24,ජීලාවා,Barracuda(L),580,325,633.33,766.67,0.21053795019973776,1.3589846153846152,,,,,
25,ලින්නා,Indian Scad(L),265,308.3333333333333,380.83,464.17,0.21883780164377817,0.5054162162162164,0.7515849056603774,,,,
26,ලින්නා,Indian Scad(S),,,322.14,369,0.14546470478673873,,,,,,
27,ලේන පරව්,Rainbow Runner,394.29,366.6666666666667,379.29,462.5,0.21938358511956543,0.2613636363636363,0.17299449643663287,,,,
28,සුද්දා,Threadfin  Bream,630,,510,650,0.27450980392156865,,0.031746031746031744,,,,
29,සූඩයා,White Sardinella,144.17,175,140,129.17,-0.07735714285714294,-0.26188571428571433,-0.10404383713671361,,,,
30,දැල්ලා,Squids /Cuttle fish,716.67,475,1035,1081.25,0.04468599033816425,1.2763157894736843,0.5087139129585445,,,,
31,කකුළුවා(L),Sea Crabs(L),,,1414.29,1516.67,0.07238967962723353,,,,,,
32,තිලාපියා,Tilapia (M),402,335,,280,,-0.16417910447761194,-0.3034825870646766,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
Variety,,,2019,2020,2021,,"% Change 3rd  week of December 2021, compared to:",,
Sinhala Name,,Common Name,December 3rd  week average,December 3rd  week average1,December 2nd  week average,December 3rd  week average,Last week ,Last Year,2019.0
1,තෝරා,Seer,1606.67,,2316.67,2342.5,0.01114962424514494,,0.4579845270030559
2,පරව් (ලොකු),Trevally (L),1092,,1570,1690,0.07643312101910828,,0.5476190476190477
3,ගල්මාළු (ලොකු),Rock Fish (L),675,,1265,1390,0.09881422924901186,,1.0592592592592593
4,තලපත්,Sail fish,1097.5,,2060,2100,0.019417475728155338,,0.9134396355353075
5,බලයා,Skipjack tuna,613.33,,856,980,0.14485981308411214,,0.5978347708411458
6,කෙළවල්ලා,Yellowfin tuna,1006,,1477.5,1463.33,-0.00959052453468702,,0.4546023856858846
7,සාලයා (මට්ට),Sardinella,360,,320,350,0.09375,,-0.027777777777777776
8,මෝරා,Shark,960,,1140,1210,0.06140350877192982,,0.2604166666666667
9,හුරුල්ලා,Herrings,630,,588,606.67,0.03175170068027204,,-0.037031746031746096
10,කුම්බලා,Indian mackerel,566.67,,616.67,,,,
11,කාරල්ලා,Pony fish,160,,260,,,,
12,කටුවල්ලා,Katuwalla,300,,,,,,
13,හාල්මැස්සා,Anchovies,560,,520,530,0.019230769230769232,,
14,ඉස්සා (M),Prawns (M),1264,,1245,1273.75,0.023092369477911646,,0.007713607594936709
15, කොප්පරා,Marlins,895,,2140,2180,0.018691588785046728,,1.4357541899441342
16,අලගොඩුවා,Frigate tuna,­,,590,,,,
17,ඇටවල්ලා,Kawakawa,640,,645,,,,-1.0
18,ඇටිස්සා,Red Bream,800,,,990,,,
19,බෝල්ලා,Big eye scade,425,,650,660,0.015384615384615385,,0.5529411764705883
20,ගින්නටි පරව්,Ginnati paraw,840,,780,865,0.10897435897435898,,0.02976190476190476
21,හබරලි,Needle fish,700,,,700,,,
22,හැඩැල්ලා,Indian Anchovy,1200,,1300,1295,-0.0038461538461538464,,0.07916666666666666
23,ජීලාවා,Barracuda,720,,1070,1290,0.205607476635514,,0.7916666666666666
24,ලින්නා,Indian Scade,343,,570,610,0.07017543859649122,,0.7784256559766763
25,ලේන පරව්,Rainbow runner,586.67,,640,650,0.015625,,0.1079482502940325
26,සුද්දා,Threadfin bream,766.67,,700,740,0.05714285714285714,,-0.03478680527475962
27,සූඩයා,White Sardinella,280,,220,220,0,,-0.21428571428571427
28,දැල්ලා,Cuttle fish,1000,,1220,1315,0.0778688524590164,,0.315
29,කකුළුවා,Sea Crabs(L),1250,,2100,,,,-1.0
30,තිලාපියා,Thilapia (M),525,,625,600,-0.04,,0.14285714285714285
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,
Maharagama and Dematagoda fish markets.,,,,440,,,,,
(price collection was done by over the phone due to prevailling covid pandemic ),,,,,,,,,
1Data were not available due to Covid Pandemic,,,,,,,,,
