Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:2nd week of Nov. 2024,, , ,, , ,,,,
Sinhala Name,,Common Name,2nd  week of Nov.,1st  week of Nov.,2nd  week of Nov.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (L),1342.786,1578.5714285714287,1700,0.07692307692307686,0.2660245191713348,, , , ,,, , ,
2,පරව් (ලොකු),Trevally (L),878.57,983.3333333333334,1200,0.2203389830508474,0.3658558794404543,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),866.67,1080,1060,-0.018518518518518517,0.22307221895300408, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),770,740,850,0.14864864864864866,0.1038961038961039,, , , , , ,,,
5,තලපත්,Sail fish,1571.43,1657.142857142857,1696.4285714285713,0.0237068965517241,0.07954447314138795,,,,, ,,,,
6,බලයා,Skipjack tuna,600,639.2857142857143,667.8571428571429,0.04469273743016757,0.11309523809523815, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1121.43,1189.2857142857142,1341.6666666666667,0.12812812812812827,0.19638913411150644, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,204.29,400,455,0.1375,1.2272260022517012,,,,,,,,,
9,මෝරා,Sharks,1066.67,900,937.5,0.041666666666666664,-0.12109649657344827,,, ,, , ,,,
10,හුරුල්ලා,Herrings,371.43,732.1428571428571,900,0.2292682926829269,1.4230676035861398,,,,,,,,,
11,කුම්බලා,Indian Mackerel,460.71,685.7142857142857,714.2857142857143,0.04166666666666681,0.55040201924359,,,,,,,,,
12,කාරල්ලා,Pony fish,258.33,193,300,0.5544041450777202,0.16130530716525382,,,, ,,,,,
13,කටුවල්ලා,Katuwalla,295,466.6666666666667,462.5,-0.008928571428571468,0.5677966101694916,,, ,,,,,, 
14,හාල්මැස්සා,Anchovy,362.5,281.25,366.6666666666667,0.30370370370370375,0.01149425287356327,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1266.67,1578.5714285714287,1575,-0.002262443438914089,0.24341778047952498,,,,,,,,,
16, කොප්පරා,Marlins,1757.14,1921.4285714285713,2150,0.1189591078066915,0.22357922533207364,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),500,565,600,0.061946902654867256,0.2,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,631,678.5714285714286,750,0.10526315789473686,0.18858954041204437,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),914.29,1114.2857142857142,1080,-0.030769230769230712,0.1812444629165801,,,,,,,,,
20,බෝල්ලා,Big eye scade,355,650,590,-0.09230769230769231,0.6619718309859155,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,596,770,737.5,-0.04220779220779221,0.23741610738255034,, ,,, ,,,,
22,හබරලි,Needle fish,650,589.2857142857143,764.2857142857143,0.29696969696969694,0.1758241758241759,,, ,, ,,,,
23,හැඩැල්ලා,Indian Anchovies,1057.14,1179.1666666666667,1270,0.07703180212014127,0.20135459825567084,, , , , ,,,,
24,ජීලාවා,Barracuda(L),807.14,1183.3333333333333,1066.6666666666667,-0.09859154929577453,0.32153860131658296,,, ,,,,,,
25,ලින්නා,Indian Scad(L),454.29,464.2857142857143,576.4285714285714,0.2415384615384616,0.2688559541891114,,, ,,,,,,
26,ලින්නා,Indian Scad(S),416.67,395,465,0.17721518987341772,0.11599107207142338,,,,,,,,,
27,ලේන පරව්,Rainbow Runner,591.67,425,550,0.29411764705882354,-0.07042777223790282,,, , ,, ,,,
28,සුද්දා,Threadfin  Bream,529.17,557.1428571428571,675,0.21153846153846162,0.27558251601564726,,, ,,,,,, 
29,සූඩයා,White Sardinella,144.29,287.14285714285717,280.8333333333333,-0.0219734660033169,0.9463118257213482, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1500,1625,1800,0.1076923076923077,0.2,,,,, ,,,,
31,කකුළුවා(L),Sea Crabs(L),1937.5,1837.5,1900,0.034013605442176874,-0.01935483870967742,,,, ,,,,,
32,තිලාපියා,Tilapia (M),,375,483.3333333333333,0.28888888888888886,,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,
