doc_type	doc_id	num	date_str	description	url_metadata	lang	url_excel
lk_fisheries_weekly_fish_prices_reports	2025-10-22-4th-week-of-october-202-8cc9b373	4th-week-of-october-2025excel-24-kb	2025-10-22	4th Week of October 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Oct_4th_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-10-15-3rd-week-of-october-2025	3rd-week-of-october-2025	2025-10-15	3rd Week of October 2025	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Oct_3rd_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-10-15-3rd-week-of-october-202-f5463ae9	3rd-week-of-october-2025excel-24-kb	2025-10-15	3rd Week of October 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Oct_3rd_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-10-08-2nd-week-of-october-202-5f9caf6e	2nd-week-of-october-2025excel-24-kb	2025-10-08	2nd Week of October 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Oct_2nd_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-10-01-1st-week-of-october-202-fb7167cc	1st-week-of-october-2025excel-24-kb	2025-10-01	1st Week of October 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Oct_1st_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-09-22-4th-week-of-september-2-bbd725fc	4th-week-of-september-2025excel-24-kb	2025-09-22	4th Week of September 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Sep_4th_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-09-15-3rd-week-of-september-2-e7142ed5	3rd-week-of-september-2025excel-24-kb	2025-09-15	3rd Week of September 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Sep_3rd_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-09-08-2nd-week-of-september-2-fe8dfefa	2nd-week-of-september-2025excel-24-kb	2025-09-08	2nd Week of September 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Sep_2nd_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-09-01-1st-week-of-september-2-ca4d1b08	1st-week-of-september-2025excel-24-kb	2025-09-01	1st Week of September 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Sep_1st_week_2025.xlsx
lk_fisheries_weekly_fish_prices_reports	2025-08-22-4th-week-of-august-2025-6ceffb8c	4th-week-of-august-2025excel-24-kb	2025-08-22	4th Week of August 2025[EXCEL - 24 KB]	https://www.fisheries.gov.lk/web/index.php/en/statistics/weekly-fish-prices	en	https://www.fisheries.gov.lk/web/images/statistics/weekly/2025/Aug_4th_week_2025.xlsx
