--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 3rd week May 2019, compared to:",
Sinhala Name,,Common Name, 3rd week May,2nd  week May, 3rd week May,Last week ,Last Year
1,තෝරා,Seer (Nl),1180,1428.57,1483.33,0.038332038332038326,0.25705932203389825
2,පරව් (ලොකු),Trevally (L),544,650,636.67,-0.02050769230769237,0.17034926470588227
3,ගල්මාළු (ලොකු),Rock fish (L),,,700,,
4,තලපත්,Sail fish,592,728.33,700,-0.03889720319086134,0.18243243243243243
5,බලයා,Skipjack tuna,400,385.83,305,-0.20949641033615837,-0.2375
6,කෙළවල්ලා,Yellowfin tuna,640,675,693.33,0.027155555555555617,0.08332812500000006
7,සාලයා (මට්ට),Sardinella,142,184.29,185,0.003852623582397352,0.3028169014084507
8,මෝරා,Sharks,583,600,650,0.08333333333333333,0.11492281303602059
9,හුරුල්ලා,Herrings,298,425,440,0.03529411764705882,0.47651006711409394
10,කුම්බලා,Indian Mackerel,553,578.57,517.5,-0.10555334704530142,-0.06419529837251356
11,කාරල්ලා,Pony fish,120,150,125,-0.16666666666666666,0.041666666666666664
12,කටුවල්ලා,Katuwalla,300,266.67,,,
13,හාල්මැස්සා,Anchovy,380,380,,,
14,ඉස්සා (M),"Prawns (M) 3""",1013,855,887.5,0.038011695906432746,-0.12388943731490622
15, කොප්පරා,Marlins,738,865,853.33,-0.013491329479768738,0.15627371273712742
16,අලගොඩුවා,Frigate tuna,365,276,297.5,0.07789855072463768,-0.18493150684931506
17,ඇටවල්ලා,Atawalla,383,352,415,0.17897727272727273,0.0835509138381201
18,ඇටිස්සා,Red Bream,625,712.5,675,-0.05263157894736842,0.08
19,බෝල්ලා,Big eye scade,417,474.13,373.33,-0.21259991985320484,-0.10472422062350124
20,ගින්නටි පරව්,Ginnati Paraw,655,650,625,-0.038461538461538464,-0.04580152671755725
21,හබරලි,Needle fish,496,545,537.5,-0.013761467889908258,0.08366935483870967
22,හැඩැල්ලා,Indian Anchovies,793,390,600,0.5384615384615384,-0.24337957124842372
23,ජීලාවා,Barracuda,620,700,675,-0.03571428571428571,0.08870967741935484
24,ලින්නා,Indian Scad,273,331.67,278.75,-0.15955618536497124,0.021062271062271064
25,ලේන පරව්,Rainbow Runner,348,374.17,322.5,-0.1380923109816394,-0.07327586206896551
26,සුද්දා,Threadfin  Bream,,,600,,
27,සූඩයා,White Sardinella,89,160,137.5,-0.140625,0.5449438202247191
28,දැල්ලා,Squids /Cuttle fish,845,850.63,787.5,-0.07421558139261487,-0.06804733727810651
29,කකුළුවා,Sea Crabs,525,590,595,0.00847457627118644,0.13333333333333333
30,තිලාපියා,Tilapia (M),350,385,403.33,0.04761038961038957,0.15237142857142852
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2018,2019,,"% Change 3rd week May 2019, compared to:",
Sinhala Name,,Common Name, 3rd week May,2nd week May, 3rd week May,Last week ,Last Year
1,තෝරා,Seer,1580,1624,1670,0.02832512315270936,0.056962025316455694
2,පරව් (ලොකු),Trevally (L),1068,926.67,1072,0.15683037111377301,0.003745318352059925
3,ගල්මාළු (ලොකු),Rock Fish (L),720,820,727,-0.11341463414634147,0.009722222222222222
4,තලපත්,Sail fish,1103,1181.67,1236.8,0.04665431127133623,0.12130553037171347
5,බලයා,Skipjack tuna,660,800,653.33,-0.18333749999999996,-0.010106060606060544
6,කෙළවල්ලා,Yellowfin tuna,1050,1081.67,1081.67,0,0.03016190476190483
7,සාලයා (මට්ට),Sardinella,230,220,260,0.18181818181818182,0.13043478260869565
8,මෝරා,Shark,845,520,930,0.7884615384615384,0.10059171597633136
9,හුරුල්ලා,Herrings,390,496.67,525,0.057039885638351384,0.34615384615384615
10,කුම්බලා,Indian mackerel,596,673.33,608,-0.09702523279818222,0.020134228187919462
11,කාරල්ලා,Pony fish,165,­,150,­,-0.09090909090909091
12,කටුවල්ලා,Katuwalla,­,370,220,-0.40540540540540543,­
13,හාල්මැස්සා,Anchovies,­,320,­,­,­
14,ඉස්සා (M),Prawns (M),1150,1023.33,1163.33,0.1368082632190983,0.011591304347826023
15, කොප්පරා,Marlins,790,960,960,0,0.21518987341772153
16,අලගොඩුවා,Frigate tuna,390,320,385,0.203125,-0.01282051282051282
17,ඇටවල්ලා,Kawakawa,480,466.67,360,-0.22857693873615192,-0.25
18,ඇටිස්සා,Red Bream,740,626.67,360,-0.4255349705586672,-0.5135135135135135
19,බෝල්ලා,Big eye scade,452,480,414,-0.1375,-0.084070796460177
20,ගින්නටි පරව්,Ginnati paraw,680,760,620,-0.18421052631578946,-0.08823529411764706
21,හබරලි,Needle fish,510,480,720,0.5,0.4117647058823529
22,හැඩැල්ලා,Indian Anchovy,­,­,790,­,­
23,ජීලාවා,Barracuda,862,824,700,-0.15048543689320387,-0.18793503480278423
24,ලින්නා,Indian Scade,413,494,396.75,-0.19686234817813766,-0.03934624697336562
25,ලේන පරව්,Rainbow runner,480,440,­,­,­
26,සුද්දා,Threadfin bream,­,920,720,-0.21739130434782608,­
27,සූඩයා,White Sardinella,160,­,­,­,­
28,දැල්ලා,Cuttle fish,953,1160,990,-0.14655172413793102,0.03882476390346275
29,කකුළුවා,Sea Crabs,1100,800,800,0,-0.2727272727272727
30,තිලාපියා,Thilapia (M),­,450,450,0,­
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,
Maharagama and Dematagoda fish markets.,,,440,,,,
