--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Variety,,,2023,2024,,% Change   compared to:4th week of Sep. 2024,, , ,, , ,,,,
Sinhala Name,,Common Name,4th  week of Sep.,3rd  week of Sep.,4th  week of Sep.,Last week ,Last Year,, , , , ,,,,
1,තෝරා,Seer (L),2050,2216.67,2158.33,-0.026318757415402447,0.05284390243902436,, , ,,,, , ,
2,පරව් (ලොකු),Trevally (L),1271.43,1180,1275,0.08050847457627118,0.0028078620136381366,  , , , , ,, ,,
3,ගල්මාළු (ලොකු),Rock fish (L),1371.43,1220,1275,0.045081967213114756,-0.07031346842347043, , , , ,,,,,
4,ගල්මාළු (පොඩි),Rock fish (S),1064.29,1133.33,958.33,-0.15441221885946715,-0.09955933063356785,, , , , , ,,,
5,තලපත්,Sail fish,2085.71,1950,2000,0.02564102564102564,-0.041093920056000134,,,,, ,,,,
6,බලයා,Skipjack tuna,770,690,880,0.2753623188405797,0.14285714285714285, ,, ,, , ,,,
7,කෙළවල්ලා,Yellowfin tuna,1358.33,1333.33,1310,-0.017497543743859305,-0.03558045541216047, ,,,,,,,,
8,සාලයා (මට්ට),Sardinella,308.33,316.67,370.83,0.171029778633909,0.20270489410696332,,,,,,,,,
9,මෝරා,Sharks,1125,1000,1060,0.06,-0.057777777777777775,,, ,, , ,,,
10,හුරුල්ලා,Herrings,482,712.5,891.67,0.2514666666666666,0.8499377593360995,,,,,,,,,
11,කුම්බලා,Indian Mackerel,707.14,758.33,733.33,-0.03296717787770496,0.03703651327884161,,,,,,,,,
12,කාරල්ලා,Pony fish,270.85,291.67,337.5,0.15712963280419645,0.2460771644821856,,,,,,,,,
13,කටුවල්ලා,Katuwalla,550,600,525,-0.125,-0.045454545454545456,,, ,,,,,,
14,හාල්මැස්සා,Anchovy,400,500,666.67,0.3333399999999999,0.6666749999999999,,, ,,,,,,
15,ඉස්සා (M),"Prawns (M) 3""",1528.57,1625,1608.33,-0.010258461538461583,0.0521794880182131,,,,,,,,,
16, කොප්පරා,Marlins,2442.86,2375,2325,-0.021052631578947368,-0.04824672719681035,, ,,,,,,,
17,අලගොඩුවා,Frigate tuna(L),650,516.63,650,0.2581538044635426,0,,,,,,,,,
18,ඇටවල්ලා,Kawakawa,807.14,775,800,0.03225806451612903,-0.00884604901256286,,, ,,,,,,
19,ඇටිස්සා,Red Bream(L),1442.86,1250,1340,0.072,-0.07128896774461826,,,,,,,,,
20,බෝල්ලා,Big eye scade,550,700,637.5,-0.08928571428571429,0.1590909090909091,,,, ,,,,,
21,ගින්නටි පරව්,Ginnati Paraw,1366.67,950,968.75,0.019736842105263157,-0.2911602654627672,, ,,, ,,,,
22,හබරලි,Needle fish,935.71,812.5,941.67,0.15897846153846149,0.006369494822113606,,, ,, ,,,,
23,හැඩැල්ලා,Indian Anchovies,1350,1300,1160,-0.1076923076923077,-0.14074074074074075,, , , , ,,,,
24,ජීලාවා,Barracuda(L),1400,1180,1250,0.059322033898305086,-0.10714285714285714,,, ,,,,,,
25,ලින්නා,Indian Scad(L),510.71,541.67,692.5,0.27845367105433205,0.35595543459105955,,, ,,,,,,
26,ලින්නා,Indian Scad(S),420.83,466.67,556.25,0.1919557717444875,0.3217926478625574,,,,,,,,,
27,ලේන පරව්,Rainbow Runner,633.33,566.67,641.67,0.13235216263433747,0.013168490360475451,,, ,,, ,,,
28,සුද්දා,Threadfin  Bream,850,690,754.17,0.09299999999999994,-0.11274117647058829,,, ,,,,,, 
29,සූඩයා,White Sardinella,209.57,235,255,0.0851063829787234,0.21677721047859907, ,,,,, , ,,
30,දැල්ලා,Squids /Cuttle fish,1557.14,1533.33,1491.67,-0.027169624281791822,-0.042045031275286755,,,,,,,,,
31,කකුළුවා(L),Sea Crabs(L),2128.57,2230,1870,-0.16143497757847533,-0.12147592045363796,,,, ,,,,,
32,තිලාපියා,Tilapia (M),350,,400,,0.14285714285714285,,,,,,,,,
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,,,,,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Variety,,,2023,2024,,Compared to Average of 4th week of  Sep. 2024,, ,,,,,,,
Sinhala Name,,Common Name,Average of 4th week of  Sep.,Average of 3rd week of  Sep.,Average of 4th week of  Sep.,Last week ,Last Year,, ,, ,,,,
1,තෝරා,Seer,3427,3735,3820,0.022757697456492636,0.11467756054858477,, ,, ,, ,,
2,පරව් (ලොකු),Trevally (L),2595,2526.67,2660,0.05276905967142521,0.025048169556840076, , , ,, ,,,
3,ගල්මාළු (ලොකු),Rock Fish (L),2490,2180,2225,0.020642201834862386,-0.10642570281124498,, ,,,,,,
4,තලපත්,Sail fish,3130,2970,3076,0.03569023569023569,-0.017252396166134186,,, ,,,,,
5,බලයා,Skipjack tuna,1445,1206.67,1293.33,0.07181748116717897,-0.10496193771626303,,, ,,,,,
6,කෙළවල්ලා,Yellowfin tuna,2418,2456,2546.67,0.03691775244299677,0.053213399503722114,,, , ,,,, 
7,සාලයා (මට්ට),Sardinella,716,570,594,0.042105263157894736,-0.17039106145251395,,,, ,,, ,
8,මෝරා,Shark,1740,1790,1826,0.02011173184357542,0.04942528735632184,,,,,,,,
9,හුරුල්ලා,Herrings,874,1113.33,1212.5,0.0890751169913683,0.38729977116704806,,,,,,,,
10,කුම්බලා,Indian mackerel,1027,1106.67,1065,-0.03765350104367162,0.03700097370983447,,,,,,,,
11,කාරල්ලා,Pony fish,650,,580,,-0.1076923076923077,,,,,,,,
12,කටුවල්ලා,Katuwalla,,,,, ,,,,,,,,
13,හාල්මැස්සා,Anchovies,707,820,,,,,,,,,,,
14,ඉස්සා (M),Prawns (M),1835,2020,1990,-0.01485148514851485,0.08446866485013624,,,,,,,,
15, කොප්පරා,Marlins,3980,3680,3610,-0.019021739130434784,-0.09296482412060302,,,,,,,,
16,අලගොඩුවා,Frigate tuna,840,822.5,1020,0.24012158054711247,0.21428571428571427,,,,,,,,
17,ඇටවල්ලා,Kawakawa,920,940,1085,0.15425531914893617,0.1793478260869565,,,,,,,,
18,ඇටිස්සා,Red Bream(L),2193,1880,1910,0.015957446808510637,-0.12904696762425902,,, ,,,,,
19,බෝල්ලා,Big eye scade,807,1060,1026.67,-0.031443396226415024,0.2722057001239158,,,,,,,,
20,ගින්නටි පරව්,Ginnati paraw,1770,1186.67,1406.67,0.18539273766084927,-0.20527118644067793,,,, ,,, ,
21,හබරලි,Needle fish,,1126.67,1206.67,0.07100570708370685, ,,, ,,,,,
22,හැඩැල්ලා,Indian Anchovy,1515,1640,1466.67,-0.10568902439024386,-0.03190099009900985,,,,,,,,
23,ජීලාවා,Barracuda,2540,2330,2520,0.0815450643776824,-0.007874015748031496,,,,,,,,
24,ලින්නා,Indian Scade,785,753.33,892,0.18407603573467132,0.13630573248407643,,,,,,,,
25,ලේන පරව්,Rainbow runner,960,890,1026.67,0.15356179775280906,0.06944791666666675,,,,,,,,
26,සුද්දා,Threadfin bream,1105,967.5,1040,0.07493540051679587,-0.058823529411764705,,,,,,,,
27,සූඩයා,White Sardinella,420,380,405,0.06578947368421052,-0.03571428571428571,,,,,,,,
28,දැල්ලා,Cuttle fish,1790,2106.67,2026.67,-0.03797462345787427,0.1322178770949721,,,,,,,,
29,කකුළුවා,Sea Crabs(L),2980,2766.67,2693.33,-0.02650840179710632,-0.09619798657718123,,,,,,,,
30,තිලාපියා,Thilapia (M),1020,,920,,-0.09803921568627451,,,,,,,,
"* Selected Markets - Wellampitiya, Borella, Battaramulla,Maradana,  Nugegoda,  Kirulapana   ",,,,,,,,,,,, ,,,
Maharagama and Dematagoda fish markets.,,,,,,,,,,,,,,,
,,,,,,, ,,,,,,,,
,,,,,,,,,,,,, ,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,, ,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
