--- 01-Wholesale.csv ---

Table  1 :  Change in  Wholesale  Prices at Peliyagoda Fish Market (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2019,2020,,"% Change 2nd  week January 2020, compared to:",
Sinhala Name,,Common Name,2nd Week January ,1st Week January ,2nd Week January ,Last week ,Last Year
1,තෝරා,Seer (Nl),1704.29,1564.29,1591.67,0.01750314839320082,-0.06608030323477805
2,පරව් (ලොකු),Trevally (L),660.83,566.67,640,0.12940512114634628,-0.03152096605783642
3,ගල්මාළු (ලොකු),Rock fish (L),525,­,­,­,­
4,තලපත්,Sail fish,622.86,671.43,651,-0.030427594834904533,0.045178691840863094
5,බලයා,Skipjack tuna,280.83,344.29,340,-0.012460425803828227,0.210696862870776
6,කෙළවල්ලා,Yellowfin tuna,585.14,530,450,-0.1509433962264151,-0.23095327613904362
7,සාලයා (මට්ට),Sardinella,135,200,245,0.225,0.8148148148148148
8,මෝරා,Sharks,535.71,­,600,­,0.12000896007168049
9,හුරුල්ලා,Herrings,266.43,450,460,0.022222222222222223,0.7265322974139549
10,කුම්බලා,Indian Mackerel,445.29,463,550,0.1879049676025918,0.2351501268836039
11,කාරල්ලා,Pony fish,116,128.33,144,0.12210706771604446,0.2413793103448276
12,කටුවල්ලා,Katuwalla,230,­,400,­,0.7391304347826086
13,හාල්මැස්සා,Anchovy,100,­,220,­,1.2
14,ඉස්සා (M),"Prawns (M) 3""",775.71,1010,1033.33,0.023099009900990026,0.33210864885073016
15, කොප්පරා,Marlins,809.29,820,814,-0.007317073170731708,0.00581991622286206
16,අලගොඩුවා,Frigate tuna,269.17,358,450,0.2569832402234637,0.6718059219080877
17,ඇටවල්ලා,Atawalla,290,400,440,0.1,0.5172413793103449
18,ඇටිස්සා,Red Bream,613.33,680,725,0.0661764705882353,0.18207164169370477
19,බෝල්ලා,Big eye scade,395,382.5,450,0.17647058823529413,0.13924050632911392
20,ගින්නටි පරව්,Ginnati Paraw,557.5,­,425,­,-0.23766816143497757
21,හබරලි,Needle fish,400.71,483.57,497.5,0.028806584362139932,0.24154625539667096
22,හැඩැල්ලා,Indian Anchovies,818.75,1100,1010,-0.08181818181818182,0.233587786259542
23,ජීලාවා,Barracuda,526.67,630,630,0,0.19619496079138748
24,ලින්නා,Indian Scad,228.57,245.82,315,0.281425433243837,0.3781336133350834
25,ලේන පරව්,Rainbow Runner,290,333.33,388.33,0.16500165001650016,0.3390689655172413
26,සුද්දා,Threadfin  Bream,526.67,575,640,0.11304347826086956,0.21518218239125078
27,සූඩයා,White Sardinella,106,163.33,182.5,0.11736974223963746,0.7216981132075472
28,දැල්ලා,Squids /Cuttle fish,600,746.67,760,0.017852598872326517,0.26666666666666666
29,කකුළුවා,Sea Crabs,439.17,516.67,453.33,-0.12259275746608082,0.032242639524557616
30,තිලාපියා,Tilapia (M),379,317.5,450,0.41732283464566927,0.18733509234828497
"Abbreviations :  L - Large, M - Medium, S - Small",,,,,,,

--- 02-Retail.csv ---

Table 2:  Change in Consumer Prices at Selected Markets  - (Rs/Kg) ,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Variety,,,2019,2020,,"% Change 2nd week January 2020, compared to:",
Sinhala Name,,Common Name,2nd Week January ,1st Week January ,2nd Week January ,Last week ,Last Year
1,තෝරා,Seer,1770,1630,1705,0.046012269938650305,-0.03672316384180791
2,පරව් (ලොකු),Trevally (L),1065,1010,1005,-0.0049504950495049506,-0.056338028169014086
3,ගල්මාළු (ලොකු),Rock Fish (L),734,1000,720,-0.28,-0.01907356948228883
4,තලපත්,Sail fish,1105,1224,1127.5,-0.07883986928104575,0.020361990950226245
